source_language,source_text,translated_text
"deu_Latn","amazon adventskalender zum befüllen","可填充的亚马逊圣诞倒数日历"
"deu_Latn","axe adventskalender","axe adventskalender"
"deu_Latn","bluebrixx adventskalender 2025","bluebrixx 2025年圣诞倒数日历"
"deu_Latn","coole adventskalender für mädchen","适合女孩的酷炫圣诞倒数日历"
"deu_Latn","essen adventskalender 2025","2025年圣诞倒数日历美食"
"deu_Latn","knobel adventskalender erwachsene","扭蛋圣诞倒数日历 成人款"
"deu_Latn","luamaya adventskalender 2025","luamaya 2025年圣诞倒数日历"
"deu_Latn","make-up adventskalender","化妆品圣诞倒数日历"
"deu_Latn","mjamjam adventskalender","mjamjam 圣诞倒数日历"
"deu_Latn","motocross adventskalender","越野摩托车圣诞日历"
"deu_Latn","playmobil adventskalender pferde","playmobil 圣诞倒数日历 马"
"deu_Latn","spicebar adventskalender 2025","2025年spicebar圣诞倒数日历"
"deu_Latn","tony chocolonely adventskalender","tony chocolonely 圣诞倒数日历"
"deu_Latn","wicked adventskalender 2025","wicked adventskalender 2025"
"deu_Latn","adventskalender 2025 gravitrax","2025年圣诞倒数日历 gravitrax"
"deu_Latn","adventskalender 2025 hazet","2025年哈泽特圣诞倒数日历"
"deu_Latn","adventskalender 2025 kinder 9 jahre","2025年圣诞倒数日历 适合9岁儿童"
"deu_Latn","adventskalender 2025 männer makita","2025年圣诞倒数日历 男士用 Makita（品牌名）"
"deu_Latn","adventskalender ahead","圣诞倒数日历 ahead"
"deu_Latn","adventskalender batman","蝙蝠侠圣诞倒数日历"
"deu_Latn","adventskalender filz","圣诞倒数日历 毛毡"
"deu_Latn","adventskalender italien","意大利圣诞倒数日历"
"deu_Latn","adventskalender mit bildchen","带图案的圣诞倒数日历"
"deu_Latn","adventskalender männer sport","圣诞倒数日历 男士 运动"
"deu_Latn","adventskalender oma 2025","2025年奥马圣诞日历"
"deu_Latn","adventskalender vegetarisch","素食圣诞日历"
"deu_Latn","adventskalender zum hängen","可悬挂的圣诞倒数日历"
"deu_Latn","bausteine adventskalender","积木 圣诞倒数日历"
"deu_Latn","bon maman adventskalender","邦曼曼圣诞倒数日历"
"deu_Latn","exit adventskalender 2025 fortgeschrittene","2025年圣诞节倒数日历 高级版"
"deu_Latn","gourmet adventskalender","美食圣诞倒数日历"
"deu_Latn","japanisch lernen adventskalender","学习日语 圣诞倒数日历"
"deu_Latn","kalender adventskalender","日历 圣诞日历"
"deu_Latn","kiko milano adventskalender 2025","kiko milano 2025年圣诞倒数日历"
"deu_Latn","kinder adventskalender 2025 jungs","2025年儿童圣诞倒数日历（男孩版）"
"deu_Latn","korean adventskalender","韩式圣诞倒数日历"
"deu_Latn","lego technik adventskalender","乐高机械系列圣诞倒数日历"
"deu_Latn","purelei adventskalender 2024 gold","purelei 2024年圣诞倒数日历 金色"
"deu_Latn","quetschi adventskalender","quetschi adventskalender"
"deu_Latn","schminke adventskalender","化妆品圣诞倒数日历"
"deu_Latn","snacks adventskalender 2025","2025年零食圣诞日历"
"deu_Latn","stich adventskalender","刺绣圣诞日历"
"deu_Latn","yugioh adventskalender 2025","游戏王2025年圣诞日历"
"deu_Latn","weihnachtskalender harry potter","圣诞日历 哈利波特"
"deu_Latn","adventskalender 2025 frauen essence","2025年圣诞倒数日历 女士版 essence"
"deu_Latn","adventskalender 2025 lego technic","2025年乐高积木圣诞倒数日历"
"deu_Latn","adventskalender 2025 modellbau","2025年圣诞日历模型制作"
"deu_Latn","adventskalender 2025 nuss","2025年圣诞倒数日历 坚果"
"deu_Latn","adventskalender 2025 oma und opa","2025年圣诞倒数日历 爸爸和爷爷"
"deu_Latn","adventskalender 2025 pflege","2025年圣诞倒数日历 护理"
"deu_Latn","adventskalender 2025 pokemon karten","2025年圣诞倒数日历 任天堂宝可梦卡牌"
"deu_Latn","adventskalender bitterschokolade","圣诞倒数日历 黑巧克力"
"deu_Latn","adventskalender ehefrau","圣诞倒数日历 妻子"
"deu_Latn","adventskalender kindergarten","圣诞倒数日历 幼儿园"
"deu_Latn","adventskalender kit kat","圣诞倒数日历 奇巧巧克力"
"deu_Latn","adventskalender kosmetik teenager","圣诞倒数日历 化妆品 青少年"
"deu_Latn","adventskalender lakritze","圣诞日历 芝麻糖"
"deu_Latn","adventskalender marzipan niederegger","圣诞倒数日历 榛子糖 霍尼格（品牌名）"
"deu_Latn","adventskalender matcha","抹茶圣诞倒数日历"
"deu_Latn","adventskalender mädchen kosmetik","圣诞倒数日历 女孩 化妆品"
"deu_Latn","adventskalender neonail","霓虹灯圣诞倒数日历"
"deu_Latn","adventskalender porsche 911","圣诞倒数日历 波尔舍911"
"deu_Latn","adventskalender päckchen","圣诞倒数日历小包"
"deu_Latn","adventskalender selber befüllen groß","自制圣诞日历填充大全"
"deu_Latn","adventskalender tüten mädchen","圣诞倒数日历袋子女孩"
"deu_Latn","adventskalender unicorn academy","圣诞倒数日历 独角兽学院"
"deu_Latn","adventskalender warhammer","《战争黎明》圣诞日历"
"deu_Latn","adventskalender xbox","圣诞倒数日历Xbox"
"deu_Latn","adventskalender zahlen sticker","圣诞倒数日历 支付 贴纸"
"deu_Latn","duft adventskalender 2025","2025年圣诞香氛日历"
"deu_Latn","für adventskalender füllung kinder","适用于圣诞倒数日历的填充物（儿童用）"
"deu_Latn","gamer adventskalender 2025","2025年游戏玩家圣诞日历"
"deu_Latn","ghibli adventskalender","吉卜力圣诞日历"
"deu_Latn","ideen für adventskalender kinder","儿童圣诞倒数日历点子"
"deu_Latn","kusmi tea adventskalender 2025","库斯米茶2025年圣诞倒数日历"
"deu_Latn","legami adventskalender 2025 original","legami 2025年原版圣诞倒数日历"
"deu_Latn","puzzle adventskalender ravensburger","拼图圣诞日历Ravensburger"
"deu_Latn","adventskalender 2025 kpop demon hunters","2025年圣诞倒数日历 KPOP 恶魔猎手"
"deu_Latn","adventskalender 2025 mädchen 14 jahre","2025年圣诞倒数日历 14岁女孩"
"deu_Latn","adventskalender 2025 mädchen schmuck","2025年圣诞倒数日历 女孩饰品"
"deu_Latn","adventskalender 2025 socken herren","2025年圣诞倒数日历 男士袜子"
"deu_Latn","adventskalender 2025 spiele","2025年圣诞倒数日历游戏"
"deu_Latn","adventskalender 2025 wichtel","2025年圣诞倒数日历 威奇尔游戏"
"deu_Latn","adventskalender 90er süßigkeiten","圣诞倒数日历 90年代 糖果"
"deu_Latn","adventskalender füllung kleinkind","圣诞倒数日历填充物 幼儿"
"deu_Latn","adventskalender mit parfüm","带香水的圣诞倒数日历"
"deu_Latn","adventskalender mit schmuck","圣诞倒数日历配装饰"
"deu_Latn","adventskalender räuchern","圣诞日历烟熏"
"deu_Latn","adventskalender tiergeräusche","圣诞倒数日历 动物叫声"
"deu_Latn","adventskalender weihnachtsdorf","圣诞日历 圣诞村"
"deu_Latn","adventskalender zum befüllen ideen","可填充的圣诞倒数日历创意"
"deu_Latn","bad adventskalender 2025","2025年洗澡用品圣诞日历"
"deu_Latn","erwachsenen adventskalender 2025","2025年成人版圣诞倒数日历"
"deu_Latn","paluten adventskalender 2025","2025年帕卢滕圣诞倒数日历"
"deu_Latn","partylite adventskalender","partylite 圣诞倒数日历"
"deu_Latn","pukka adventskalender","pukka 圣诞倒数日历"
"deu_Latn","sexspielzeug adventskalender 2025","2025年性玩具圣诞倒数日历"
"deu_Latn","true crime adventskalender","真实犯罪圣诞日历"
"deu_Latn","rituals weihnachtskalender 2025","rituals 2025年圣诞日历"
"deu_Latn","achtsamkeits adventskalender","正念圣诞倒数日历"
"deu_Latn","adventskalender 2025 junge 3 jahre","2025年圣诞倒数日历，3年新"
"deu_Latn","adventskalender 2025 kinder basteln","2025年圣诞倒数日历 儿童手工制作"
"deu_Latn","adventskalender cars","圣诞倒数日历 汽车"
"deu_Latn","adventskalender für 12 jährige mädchen","12岁女孩的圣诞倒数日历"
"deu_Latn","adventskalender geschichte","圣诞倒数日历 故事"
"deu_Latn","adventskalender kinder 10 jahre junge","圣诞倒数日历 儿童 10年款 年轻"
"deu_Latn","adventskalender london","圣诞日历 伦敦"
"deu_Latn","adventskalender men","圣诞倒数日历 男士"
"deu_Latn","adventskalender mercedes","圣诞倒数日历 奔驰"
"deu_Latn","adventskalender one piece 2025","2025年海贼王（One Piece）圣诞倒数日历"
"deu_Latn","adventskalender ramen nudeln","圣诞日历 拉面面条"
"deu_Latn","chilli adventskalender 2025","2025年辣椒圣诞倒数日历"
"deu_Latn","diamant painting adventskalender","钻石画圣诞倒数日历"
"deu_Latn","eiskönigin adventskalender 2025","冰雪奇缘2025年圣诞倒数日历"
"deu_Latn","essence xmas treasure box diy adventskalender 2025","精华圣诞宝藏盒 DIY 圣诞倒数日历 2025"
"deu_Latn","geschenk adventskalender kinder","礼品 圣诞倒数日历 儿童"
"deu_Latn","hazbin hotel adventskalender","hazbin酒店圣诞倒数日历"
"deu_Latn","holy adventskalender ohne energy","神圣无能量圣诞日历"
"deu_Latn","katze adventskalender","猫咪圣诞倒数日历"
"deu_Latn","kleine spielsachen für adventskalender","小玩具，适用于圣诞倒数日历"
"deu_Latn","kleinigkeiten adventskalender mann","小细节 圣诞倒数日历 男士"
"deu_Latn","pamela reif adventskalender","pamela reif 圣诞倒数日历"
"deu_Latn","pechkeks adventskalender 2025","2025年圣诞倒数日历小饼干"
"deu_Latn","pokemon adventskalender 2025 mit karten","2025年宝可梦圣诞日历带卡片"
"deu_Latn","pusheen adventskalender","普什恩圣诞倒数日历"
"deu_Latn","rätsel knacken beim kacken adventskalender","破解解谜时的尴尬圣诞倒数日历（注：此译文为直译，实际语境中“kacken”一词可能含有不雅或特定含义，需根据具体语境调整）"
"deu_Latn","sauna adventskalender","桑拿圣诞倒数日历"
"deu_Latn","spirituosen adventskalender 2025","2025年烈酒圣诞日历"
"deu_Latn","vitakraft adventskalender hund","维塔克力（vitakraft）圣诞倒数日历 狗用"
"deu_Latn","westin adventskalender 2025","威斯汀2025年圣诞倒数日历"
"deu_Latn","adventskalender 2025 die drei fragezeichen","2025年圣诞倒数日历 三个问号"
"deu_Latn","adventskalender 2025 kids","2025年儿童圣诞日历"
"deu_Latn","adventskalender 2025 kinder 11 jahre","2025年圣诞倒数日历 11岁儿童"
"deu_Latn","adventskalender bts","圣诞倒数日历 BTS"
"deu_Latn","adventskalender experimente ab 5","圣诞倒数日历 实验套装 5欧元起"
"deu_Latn","adventskalender für pflegekräfte","护理人员用的圣诞倒数日历"
"deu_Latn","adventskalender geschenktüten","圣诞日历 礼物袋"
"deu_Latn","adventskalender leer zum befüllen","空的圣诞倒数日历，待填充"
"deu_Latn","adventskalender lübecker marzipan","圣诞日历吕贝克杏仁糖"
"deu_Latn","adventskalender mädchen basteln","圣诞倒数日历女孩手工制作"
"deu_Latn","adventskalender tonie 2025 flöckchen","2025年tonie圣诞倒数日历（小雪花款）"
"deu_Latn","adventskalender trockenfrüchte","圣诞日历 干果"
"deu_Latn","adventskalender zum aufstellen","可摆放的圣诞倒数日历"
"deu_Latn","aussergewöhnliche adventskalender","非凡的圣诞倒数日历"
"deu_Latn","badezusatz adventskalender","浴用添加剂 圣诞倒数日历"
"deu_Latn","benefit adventskalender","benefit 圣诞倒数日历"
"deu_Latn","butlers adventskalender","管家圣诞倒数日历"
"deu_Latn","corasol adventskalender","corasol 圣诞倒数日历"
"deu_Latn","dr hauschka adventskalender","德家斯卡圣诞倒数日历"
"deu_Latn","fussball karten adventskalender","足球卡片 圣诞倒数日历"
"deu_Latn","intersnack adventskalender 2025","intersnack 2025年圣诞倒数日历"
"deu_Latn","käse adventskalender","奶酪圣诞季日历"
"deu_Latn","lyx adventskalender 2025","lyx 圣诞倒数日历 2025"
"deu_Latn","marmelade adventskalender","果酱圣诞倒数日历"
"deu_Latn","rica adventskalender","里卡圣诞倒数日历"
"deu_Latn","accentra adventskalender","accentra 圣诞倒数日历"
"deu_Latn","adventskalender 2025 feuerwehr","2025年消防队圣诞日历"
"deu_Latn","adventskalender 2025 malen","2025年圣诞倒数日历涂色"
"deu_Latn","adventskalender 2025 mädchen 11 jahre","2025年圣诞倒数日历 女孩 11岁"
"deu_Latn","adventskalender 2025 selber befüllen","2025年圣诞倒数日历 自行填充"
"deu_Latn","adventskalender 2025 süßes","2025年圣诞倒数日历 甜品"
"deu_Latn","adventskalender chio","圣诞倒数日历 chio"
"deu_Latn","adventskalender duschgel","圣诞倒数日历 沐浴露"
"deu_Latn","adventskalender experimente ab 10","圣诞倒数日历实验套装，10岁以上适用"
"deu_Latn","adventskalender feinkost","圣诞日历精致食品"
"deu_Latn","adventskalender füllung kinder 5 jahre","圣诞倒数日历填充物 儿童 5岁"
"deu_Latn","adventskalender für handwerker","工匠用的圣诞日历"
"deu_Latn","adventskalender kinder 6 jahre junge","圣诞倒数日历 儿童 6岁 幼儿"
"deu_Latn","adventskalender kinder schleich","儿童圣诞倒数日历 Schleich"
"deu_Latn","adventskalender kochbuch","圣诞日历烹饪书"
"deu_Latn","adventskalender weltraum","太空圣诞日历"
"deu_Latn","adventskalender zum befüllen erwachsene","可填充的圣诞降临日历 成人用"
"deu_Latn","adventskalender zum befüllen inhalt","可填充的圣诞倒数日历内容"
"deu_Latn","basketball adventskalender 2025","篮球圣诞倒数日历2025"
"deu_Latn","brubaker adventskalender","布鲁贝克圣诞倒数日历"
"deu_Latn","charm adventskalender","魅力圣诞日历"
"deu_Latn","die schule der magischen tiere adventskalender","魔法动物学校圣诞倒数日历"
"deu_Latn","enten adventskalender","圣诞倒数日历"
"deu_Latn","gesunde adventskalender 2025","健康2025年圣诞倒数日历"
"deu_Latn","henssler adventskalender","henssler adventskalender"
"deu_Latn","holly adventskalender","holly adventskalender"
"deu_Latn","m asam adventskalender","m asam 圣诞倒数日历"
"deu_Latn","rubbellos adventskalender 2025","2025年刮刮乐圣诞倒数日历"
"deu_Latn","schach adventskalender","国际象棋圣诞日历"
"deu_Latn","weihnachtskalender beauty","圣诞日历 美容"
"deu_Latn","'adventskalender mädchen","圣诞日历 女孩"
"deu_Latn","adventskalender 2024 sale","2024年圣诞倒数日历促销"
"deu_Latn","adventskalender 2025 knabberzeug","2025年圣诞倒数日历零食"
"deu_Latn","adventskalender 2025 kristalle","2025年圣诞倒数日历 水晶"
"deu_Latn","adventskalender 2025 rum","2025年朗姆酒圣诞倒数日历"
"deu_Latn","adventskalender freche freunde 2025","2025年淘气小精灵圣诞倒数日历"
"deu_Latn","adventskalender kinder 7 jahre junge","儿童7岁生日惊喜日历"
"deu_Latn","adventskalender kinder ideen","圣诞倒数日历 儿童 点子"
"deu_Latn","adventskalender knabberzeug","圣诞倒数日历零食套装"
"deu_Latn","adventskalender lego erwachsene","乐高成人圣诞日历"
"deu_Latn","adventskalender räucherstäbchen","圣诞倒数日历 熏香棒"
"deu_Latn","adventskalender selbstliebe","圣诞倒数日历 自爱"
"deu_Latn","air up adventskalender","空气加压圣诞倒数日历"
"deu_Latn","babor adventskalender","芭博圣诞倒数日历"
"deu_Latn","charms adventskalender","魅力圣诞日历"
"deu_Latn","fahrrad adventskalender 2025","自行车 圣诞倒数日历 2025"
"deu_Latn","gothic adventskalender 2025","2025年哥特式圣诞倒数日历"
"deu_Latn","grüffelo adventskalender","grüffelo adventskalender"
"deu_Latn","hunde adventskalender 2025 spielzeug","2025年狗狗圣诞倒数日历玩具"
"deu_Latn","ideen für adventskalender füllung frauen","女性圣诞倒数日历填充物的创意"
"deu_Latn","k pop demon hunters adventskalender","K-pop恶魔猎人圣诞日历"
"deu_Latn","kaffe adventskalender","咖啡圣诞倒数日历"
"deu_Latn","keks adventskalender","饼干圣诞倒数日历"
"deu_Latn","legami stifte adventskalender 2025","legami 铅笔 圣诞倒数日历 2025"
"deu_Latn","lindt teddy adventskalender","林德特泰迪圣诞倒数日历"
"deu_Latn","lustige adventskalender für frauen","有趣的女性专用圣诞降临日历"
"deu_Latn","nüsse adventskalender 2025","2025年坚果圣诞倒数日历"
"deu_Latn","yogi tea adventskalender 2025","瑜伽茶圣诞倒数日历2025"
"deu_Latn","weihnachtskalender schmuck","圣诞日历饰品"
"deu_Latn","adventskalender 2025 deko","2025年圣诞倒数日历装饰"
"deu_Latn","adventskalender 2025 freche freunde","2025年圣诞倒数日历 淘气朋友"
"deu_Latn","adventskalender 2025 oreo","2025年圣诞倒数日历 oreo"
"deu_Latn","adventskalender 2025 purelei","2025年圣诞倒数日历 purelei"
"deu_Latn","adventskalender affirmationen","圣诞倒数日历 确认词"
"deu_Latn","adventskalender bastelmaterial","圣诞日历手工材料"
"deu_Latn","adventskalender corny","圣诞倒数日历 corny"
"deu_Latn","adventskalender für pferde","圣诞倒数日历（适用于马）"
"deu_Latn","adventskalender jungen 16 jahre","圣诞倒数日历 16岁青年"
"deu_Latn","adventskalender motocross","圣诞倒数日历 摩托越野"
"deu_Latn","adventskalender männer socken","圣诞倒数日历 男士袜子"
"deu_Latn","adventskalender niederegger 2025","2025年尼德雷格格圣诞倒数日历"
"deu_Latn","adventskalender trecker","圣诞倒数日历 卡丁车"
"deu_Latn","adventskalender zum befüllen schachteln","可填充的圣诞倒数日历盒子"
"deu_Latn","beste freundin adventskalender","最好的朋友 圣诞倒数日历"
"deu_Latn","biotherm adventskalender 2025","碧欧泉2025年圣诞倒数日历"
"deu_Latn","checkerin marina adventskalender","检查林玛丽娜圣诞倒数日历"
"deu_Latn","elektronik adventskalender 2025","2025年电子圣诞倒数日历"
"deu_Latn","football adventskalender 2025","2025年足球圣诞倒数日历"
"deu_Latn","glück adventskalender","幸福圣诞日历"
"deu_Latn","ideen adventskalender füllen kinder","儿童圣诞倒数日历填充点子"
"deu_Latn","maoam adventskalender","毛毛圣诞倒数日历"
"deu_Latn","nintendo adventskalender 2025","任天堂2025年圣诞倒数日历"
"deu_Latn","nintendo switch adventskalender","任天堂Switch圣诞倒数日历"
"deu_Latn","pferde-adventskalender","马年圣诞倒数日历"
"deu_Latn","schleich horse club adventskalender 2025","施莱希马术俱乐部2025年圣诞倒数日历"
"deu_Latn","schoko adventskalender 2025 kinder","2025年巧克力圣诞倒数日历儿童款"
"deu_Latn","schweden adventskalender","瑞典圣诞倒数日历"
"deu_Latn","wiederverwendbarer adventskalender","可重复使用的圣诞降临日历"
"deu_Latn","weihnachtskalender kosmetik","圣诞日历 化妆品"
"deu_Latn","adventskalender 2025 netflix","2025年圣诞倒数日历 netflix"
"deu_Latn","adventskalender bild","圣诞倒数日历 图片"
"deu_Latn","adventskalender bücher 2025","2025年圣诞日历书籍"
"deu_Latn","adventskalender erotisch","圣诞倒数日历 淫荡"
"deu_Latn","adventskalender für 3 jährige","适合3岁儿童的圣诞倒数日历"
"deu_Latn","adventskalender gregs tagebuch","圣诞倒数日历 格雷格的日记"
"deu_Latn","adventskalender influencer","圣诞倒数日历 网红"
"deu_Latn","adventskalender knobel","圣诞倒数日历谜题"
"deu_Latn","adventskalender käse","圣诞日历奶酪"
"deu_Latn","adventskalender leer box","空的圣诞日历盒子"
"deu_Latn","adventskalender müsliriegel","圣诞日历 能量棒"
"deu_Latn","adventskalender schminke teenager","圣诞倒数日历 面部彩妆 青少年"
"deu_Latn","adventskalender süß","圣诞日历（甜的）"
"deu_Latn","adventskalender zaubern","圣诞倒数日历 魔法"
"deu_Latn","adventskalender zum befüllen xl","可填充的圣诞倒数日历 XL"
"deu_Latn","adventskalender zum vorlesen","圣诞倒数日历朗读版"
"deu_Latn","asia adventskalender 2025","2025年亚洲圣诞倒数日历"
"deu_Latn","date adventskalender für paare","情侣圣诞倒数日历"
"deu_Latn","dnd adventskalender 2025","dnd 圣诞倒数日历 2025"
"deu_Latn","haar adventskalender","她的降临日历"
"deu_Latn","italian brainrot adventskalender","意大利脑洞圣诞倒数日历"
"deu_Latn","kinder mix adventskalender","儿童混合圣诞倒数日历"
"deu_Latn","m&ms adventskalender","m&ms 圣诞倒数日历"
"deu_Latn","nuxe adventskalender 2025","纽西之谜2025年圣诞倒数日历"
"deu_Latn","roberto geissini adventskalender","罗伯托·盖西尼圣诞倒数日历"
"deu_Latn","stargate adventskalender","星际之门圣诞日历"
"deu_Latn","adventskalender 2025 chupa chups","2025年圣诞倒数日历 chupa chups"
"deu_Latn","adventskalender 2025 kinder knete","2025年圣诞倒数日历 儿童毛绒玩具"
"deu_Latn","adventskalender armband mit charms","圣诞倒数日历手链带挂饰"
"deu_Latn","adventskalender booklover","圣诞倒数日历 书虫"
"deu_Latn","adventskalender die maus","圣诞倒数日历小老鼠"
"deu_Latn","adventskalender disney prinzessin","迪士尼公主圣诞倒数日历"
"deu_Latn","adventskalender hühner","圣诞日历 鸡"
"deu_Latn","adventskalender kinder 10 jahre mädchen","圣诞倒数日历 儿童 10岁 女孩"
"deu_Latn","adventskalender kugelbahn","圣诞日历 球道滑行"
"deu_Latn","adventskalender mit salami","圣诞倒数日历配萨拉米香肠"
"deu_Latn","adventskalender mädchen 2025","2025年女孩圣诞倒数日历"
"deu_Latn","adventskalender rainbow high","圣诞倒数日历 彩虹高中"
"deu_Latn","adventskalender rituals männer","圣诞日历 仪式 男士"
"deu_Latn","adventskalender teens","圣诞倒数日历 青少年款"
"deu_Latn","adventskalender witze","圣诞倒数日历笑话"
"deu_Latn","adventskalender ätherische öle","圣诞日历 油脂香氛"
"deu_Latn","basteln adventskalender","手工制作圣诞倒数日历"
"deu_Latn","bausatz adventskalender","组装套件 圣诞倒数日历"
"deu_Latn","befüllung adventskalender frauen","女性圣诞倒数日历填充物"
"deu_Latn","brainrot adventskalender 2025","brainrot 2025年圣诞倒数日历"
"deu_Latn","driftelement adventskalender","漂浮元素圣诞倒数日历"
"deu_Latn","ebelin adventskalender 2025","ebelin 2025年圣诞倒数日历"
"deu_Latn","goldmännchen tee adventskalender","金小人茶圣诞倒数日历"
"deu_Latn","kleine geschenke für adventskalender frauen","适合女性的圣诞倒数日历小礼物"
"deu_Latn","klopfer adventskalender","克洛普弗圣诞倒数日历"
"deu_Latn","lego adventskalender mädchen","乐高圣诞倒数日历女孩"
"deu_Latn","mini geschenke für adventskalender kinder","儿童圣诞倒数日历小礼物"
"deu_Latn","northern nights adventskalender","北部之夜圣诞倒数日历"
"deu_Latn","rotbäckchen adventskalender 2025","红腹滨鹬 2025年圣诞倒数日历"
"deu_Latn","schmink adventskalender kinder","儿童化妆圣诞日历"
"deu_Latn","sendung mit der maus adventskalender","带小老鼠的圣诞倒数日历包裹"
"deu_Latn","sprüche adventskalender 2025","2025年圣诞倒数日历标语"
"deu_Latn","süssigkeiten für adventskalender","圣诞日历里的糖果"
"deu_Latn","weihnachtskalender rituals","圣诞日历仪式"
"deu_Latn","adventskalender 2025 beste freundin","2025年圣诞倒数日历 最好的朋友"
"deu_Latn","adventskalender 2025 gabbys dollhouse","2025年圣诞倒数日历 Gabbys娃娃屋"
"deu_Latn","adventskalender 2025 kaffeebohnen","2025年圣诞倒数日历 咖啡豆"
"deu_Latn","adventskalender 2025 männer alkohol","2025年男士圣诞倒数日历 含酒精"
"deu_Latn","adventskalender 2025 ninjago","2025年忍者神龟圣诞倒数日历"
"deu_Latn","adventskalender baby 9 monate","圣诞倒数日历 宝宝 9 个月"
"deu_Latn","adventskalender kinder rätsel","圣诞日历 儿童谜题"
"deu_Latn","adventskalender kleinigkeiten frau","圣诞日历 小物件 女士"
"deu_Latn","adventskalender mädchen 13","圣诞倒数日历 女孩 13岁"
"deu_Latn","adventskalender nussmischung","圣诞日历坚果混合装"
"deu_Latn","adventskalender switch","圣诞倒数日历 switch"
"deu_Latn","adventskalender würfel","圣诞倒数日历骰子"
"deu_Latn","blumen adventskalender lego","花卉 圣诞倒数日历 乐高"
"deu_Latn","bobo siebenschläfer adventskalender","bobo siebenschläfer adventskalender"
"deu_Latn","dr oetker adventskalender 2025","德罗特克2025年圣诞倒数日历"
"deu_Latn","kleinigkeiten adventskalender frauen","小细节 圣诞倒数日历 女性"
"deu_Latn","kristall adventskalender 2025","2025年水晶圣诞倒数日历"
"deu_Latn","lichterkette adventskalender","灯饰链 圣诞倒数日历"
"deu_Latn","porridge adventskalender 2025","粥 圣诞日历 2025"
"deu_Latn","prank adventskalender","恶作剧圣诞日历"
"deu_Latn","winmau adventskalender","winmau 圣诞倒数日历"
"deu_Latn","witzige adventskalender 2025","2025年趣味圣诞倒数日历"
"deu_Latn","adventskalender 16 jahre junge","圣诞倒数日历 16岁 青春"
"deu_Latn","adventskalender 2025 demon slayer","2025年圣诞倒数日历 灼眼的夏娜"
"deu_Latn","adventskalender 2025 erwachsene erotisch","2025年成人圣诞倒数日历 淫秽"
"deu_Latn","adventskalender 2025 junge 7 jahre","2025年圣诞倒数日历 7岁儿童款"
"deu_Latn","adventskalender ab 3","圣诞倒数日历 从3开始"
"deu_Latn","adventskalender bayblade","圣诞倒数日历 bayblade"
"deu_Latn","adventskalender buchliebhaber","圣诞日历 爱书者"
"deu_Latn","adventskalender düfte","圣诞倒数日历香味"
"deu_Latn","adventskalender fantasy","圣诞日历 想象"
"deu_Latn","adventskalender glückskekse","圣诞倒数日历 幸运饼干"
"deu_Latn","adventskalender italienisch","意大利语的圣诞倒数日历"
"deu_Latn","adventskalender kräutertee","圣诞倒数日历草本茶"
"deu_Latn","adventskalender lindt 2025 xxl","林德特2025年超大号圣诞倒数日历"
"deu_Latn","adventskalender metal","圣诞日历 金属"
"deu_Latn","adventskalender miniverse","圣诞倒数日历 miniverse"
"deu_Latn","adventskalender mit marzipan","含有杏仁糖的圣诞倒数日历"
"deu_Latn","adventskalender simson","圣诞倒数日历 Simson"
"deu_Latn","adventskalender slime fluffy","圣诞倒数日历 粘土 羽绒"
"deu_Latn","adventskalender wein 2025","2025年圣诞倒数日历葡萄酒"
"deu_Latn","beutel für adventskalender","用于圣诞倒数日历的袋子"
"deu_Latn","bosch werkzeug adventskalender 2025","博世工具2025年圣诞倒数日历"
"deu_Latn","dunkle schokolade adventskalender","深巧克力圣诞倒数日历"
"deu_Latn","erstleser adventskalender","首读者圣诞日历"
"deu_Latn","figuren adventskalender","人物圣诞倒数日历"
"deu_Latn","laktosefreier adventskalender","无乳糖圣诞降临日历"
"deu_Latn","leselöwen adventskalender für erstleser","初学者阅读狮子圣诞倒数日历"
"deu_Latn","topp adventskalender 2025","2025年顶部圣诞倒数日历"
"deu_Latn","weihnachtskalender stitch","圣诞日历 stitch"
"deu_Latn","weihnachtskalender säckchen","圣诞日历小袋子"
"deu_Latn","adventskalender 2025 dino","2025年恐龙圣诞日历"
"deu_Latn","adventskalender 2025 manhattan","2025年曼哈顿圣诞倒数日历"
"deu_Latn","adventskalender 2025 schwanger","2025年圣诞倒数日历 孕妇"
"deu_Latn","adventskalender dorf","圣诞倒数日历 乡村"
"deu_Latn","adventskalender für erzieherinnen","教育工作者用的圣诞倒数日历"
"deu_Latn","adventskalender für schwester","圣诞倒数日历（适用于修女）"
"deu_Latn","adventskalender kinder minecraft","儿童乐高《我的世界》圣诞倒数日历"
"deu_Latn","adventskalender mini-bücher","迷你书圣诞日历"
"deu_Latn","adventskalender ritter sport 2025","2025年骑士运动（Ritter Sport）圣诞倒数日历"
"deu_Latn","adventskalender selfcare","圣诞倒数日历 自我关怀"
"deu_Latn","adventskalender spirituosen","圣诞倒数日历烈酒"
"deu_Latn","adventskalender vögel","圣诞倒数日历 鸟"
"deu_Latn","adventskalender wissen mit johnny","圣诞倒数日历知识与Johnny"
"deu_Latn","ayliva adventskalender","ayliva圣诞倒数日历"
"deu_Latn","bade adventskalender","浴装圣诞日历"
"deu_Latn","bio tee adventskalender","有机茶圣诞倒数日历"
"deu_Latn","bobo adventskalender 2025","bobo 2025年圣诞倒数日历"
"deu_Latn","buch adventskalender erwachsene","成人圣诞倒数日历书"
"deu_Latn","camping adventskalender 2025","2025年露营圣诞日历"
